Category,Product Link,Product Name,Price,Quantity
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile.html,Gesneden andijvie,1.69,400-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile0.html,Geschrapte worteltjes,0.99,500-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile3.html,Rauwkost wortel witte kool,1.79,400-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile4_copy_co.html,Rauwkost 4-seizoenen,1.79,400-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile4.html,Nasi- en bamigroenten,1.69,450-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile5_copy.html,Macaroni- en spaghettigroenten,1.69,450-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile5.html,Gemengde sla,1.99,300 g.
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile_1978085631.html,Hutspotgroenten,1.89,1 kg
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_39526258/par/articletile_1719279220.html,Boerenkool,1.29,300 g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_1784578896/par/articletile6.html,Roerbakmix Italiaans,1.99,400-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_1784578896/par/articletile8.html,Roerbakmix Chinees,1.99,400-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_1784578896/par/articletile9.html,Roerbakmix champignons,1.99,400-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_1784578896/par/articletile10.html,IJsbergsla,0.99,200-g
"Vers gesneden groenten, fruit en sla",https://www.aldi.nl//content/aldi/netherlands/nl/web-consumer/producten/aardappels-groente-fruit/vers-gesneden-groenten-fruit-en-sla/jcr:content/par/tiles_1784578896/par/articletile.html,Soepgroenten basis,1.15,g-400 g.
